LEAD_ID,CASE_OPENED_DATE,CASE_CLOSED_SUCCESSFUL_DATE,SALES_FUNNEL_STEPS
5ae3023ebebd3af,2024-03-21,2024-03-24,Sales Call 1
f7155aed0758622,2024-05-19,2024-05-19,Sales Call 1
f5b11be8e2f0d49,2024-03-03,2024-03-04,Sales Call 1
29646b946d3d74b,2024-02-27,2024-03-01,Sales Call 1
f67e89955acd79d,2024-06-20,2024-06-21,Sales Call 1
1fcfcfd8d4f1e6d,2024-07-17,2024-07-20,Sales Call 1
816393e4af424d7,2024-03-03,2024-03-03,Sales Call 2
35cafa68676a07b,2024-04-08,2024-04-08,Sales Call 1
2e16a3febdf716d,2024-06-11,2024-06-11,Sales Call 1
7513f3d3f860298,2024-04-25,2024-04-26,Sales Call 1
f2a1431bbdfd10e,2024-05-02,2024-05-04,Sales Call 1
9529216bdaf3c30,2024-07-21,2024-07-22,Sales Call 1
bb0140d56f03a27,2024-06-19,2024-06-21,Sales Call 1
8974d0820b5bcd2,2024-03-15,,Sales Call 1
302da3d2b0a6d59,2024-04-29,2024-04-30,Sales Call 1
60b648304e089c1,2024-07-06,,Sales Call 1
e24707dacfd0406,2024-03-07,2024-03-10,Sales Call 1
20d9e3313765da3,2024-05-01,2024-05-03,Sales Call 1
bd724d6435c01d3,2024-03-18,2024-03-20,Sales Call 1
b8e509f3f573100,2024-05-05,2024-05-05,Sales Call 1
430187de6bf3827,2024-03-14,2024-03-17,Sales Call 1
309d93245f2f406,2024-04-09,2024-04-09,Sales Call 2
38921618dadac27,2024-05-08,2024-05-10,Sales Call 1
09e43f4a01db2da,2024-07-06,2024-07-06,Sales Call 1
b90e925cc9f8fcf,2024-05-05,2024-05-05,Sales Call 2
09ddce97f8bb143,2024-07-13,2024-07-13,PV System Sold
5bf51a21345dd97,2024-05-21,2024-05-22,Sales Call 1
497d9808d0b461a,2024-06-28,2024-06-29,Sales Call 1
bfb50e4faae12f1,2024-04-20,2024-04-22,Sales Call 1
8ee4a3706341272,2024-06-16,2024-06-16,Sales Call 1
9568f186b013771,2024-07-20,2024-07-20,Sales Call 1
22913fe8292e14a,2024-06-09,2024-06-09,Sales Call 1
9fba1448963fde4,2024-03-25,2024-03-25,PV System Sold
8075810a0d51011,2024-03-27,2024-03-30,Sales Call 1
f46e35ad4483c0b,2024-05-15,,Sales Call 1
da63b3777a9dc9d,2024-06-29,2024-06-29,PV System Sold
742907685c5b205,2024-06-02,2024-06-02,Sales Call 1
389d81b9bd59c99,2024-05-13,2024-05-13,Sales Call 2
ce5f34cc4c53c25,2024-05-09,2024-05-11,Sales Call 1
9e8d0f7547c2dc8,2024-03-27,2024-03-30,Sales Call 1
0e64a5f1c8b3862,2024-04-05,2024-04-07,Sales Call 1
56d85327da8c79e,2024-07-14,2024-07-15,Sales Call 1
c88e4c8392bbe85,2024-05-29,2024-05-31,Sales Call 1
643c8eb8c7c82ff,2024-03-26,2024-03-30,Sales Call 1
dc83dccf3322809,2024-06-02,,Sales Call 1
6b5f0bf9f07bc4f,2024-03-28,2024-03-31,Sales Call 1
711d95566df68b2,2024-05-10,2024-05-11,Sales Call 1
ce69d0f6350b42d,2024-05-11,,Sales Call 1
1890749d6533a74,2024-07-15,2024-07-15,Sales Call 1
d22c9282dbb546d,2024-05-06,2024-05-06,Sales Call 1
b301558ca38eacd,2024-06-15,,Sales Call 1
9b225016a6f3780,2024-03-17,2024-03-18,Sales Call 1
eebad45f0307484,2024-05-28,2024-05-28,Sales Call 1
cdb689afccb2a49,2024-03-22,2024-03-25,Sales Call 1
1827511e67a1273,2024-03-09,2024-03-11,Sales Call 1
06292bb20ba765c,2024-06-28,2024-06-29,Sales Call 1
d43de244c995edf,2024-03-04,2024-03-05,Sales Call 1
702ed7f3a474bfe,2024-07-10,2024-07-12,Sales Call 1
635d2515dddd5b9,2024-05-27,2024-05-27,Sales Call 1
01fdfd3a3c341a3,2024-04-20,2024-04-22,Sales Call 1
04b172a3f126019,2024-03-17,2024-03-23,Sales Call 2
c884560a80c2f07,2024-03-24,2024-03-24,Sales Call 1
2e42391191930ba,2024-03-26,2024-03-30,Sales Call 1
3109a7705f3a00b,2024-04-16,2024-04-16,Sales Call 1
bd6bb8d6f397471,2024-05-05,2024-05-05,Sales Call 1
cce54a636eff3f2,2024-02-20,2024-02-24,Sales Call 1
ab27fadb43a4918,2024-06-25,2024-06-26,PV System Sold
d2f1c59077f1908,2024-05-03,2024-05-04,Sales Call 1
bc4c6b62b8e2973,2024-05-09,,Sales Call 1
332102c6cb1873f,2024-06-23,2024-06-23,Sales Call 1
9857acb133ee503,2024-05-05,2024-05-06,PV System Sold
caef543d5854b47,2024-04-27,,Sales Call 1
76233a684d3c65a,2024-06-30,2024-07-01,Sales Call 1
7315b760fc3ff67,2024-03-16,2024-03-18,Sales Call 1
06e13f11ac988e2,2024-03-06,2024-03-09,Sales Call 1
33a1995a17b3098,2024-07-14,2024-07-15,Sales Call 1
edda9954be2fb9d,2024-07-12,2024-07-13,Sales Call 1
bf84eb1873666f0,2024-04-06,2024-04-07,PV System Sold
c4360d2914052d4,2024-05-03,2024-05-04,Sales Call 1
9f9b1df069d0425,2024-06-08,2024-06-08,Sales Call 1
1e382e6ed3cb3bd,2024-06-14,2024-06-14,Sales Call 2
35916901e6d8d2f,2024-07-19,2024-07-19,Sales Call 1
52adca3cbbc82fc,2024-05-03,2024-05-04,Sales Call 1
bf2891cc48333e8,2024-02-27,2024-03-01,Sales Call 1
bcd8940bebe8770,2024-03-22,2024-03-25,Sales Call 1
0be5167c94ae83c,2024-03-15,2024-03-16,Sales Call 1
1e6aa68f6a9cf71,2024-06-25,2024-06-25,Sales Call 1
c9196f4dd0ba0fd,2024-04-30,2024-04-30,Sales Call 1
7cbbe403fc9e146,2024-04-20,,Sales Call 1
b1213770dbbee4b,2024-04-26,2024-04-27,Sales Call 1
adf1bd3b5a12b74,2024-05-17,2024-05-18,Sales Call 1
2afb9a3f2b12d8f,2024-06-10,2024-06-10,Sales Call 1
06807dbc43cdf20,2024-06-21,2024-06-21,Sales Call 2
6ee77caa864e26a,2024-06-21,2024-06-22,Sales Call 1
5de273fa5dbf420,2024-06-04,2024-06-04,Sales Call 1
b09e82e7d97585b,2024-05-29,,Sales Call 1
07ebf2960804609,2024-06-07,2024-06-08,Sales Call 1
0a1ac90d5e9b5a9,2024-03-25,2024-03-29,Sales Call 1
c58a837d4bafb36,2024-05-10,2024-05-10,Sales Call 1
967b411b03d1393,2024-06-05,,Sales Call 1
9f9fef561156534,2024-04-28,2024-04-28,PV System Sold
46509cdd1d116b0,2024-04-19,2024-04-20,Sales Call 1
ad4d44b8f501a09,2024-07-21,2024-07-22,Sales Call 1
21a28cbdae30397,2024-07-15,2024-07-15,Sales Call 1
6e508081e5a9dc8,2024-07-14,2024-07-14,Sales Call 1
e62b160c1b2ae7c,2024-07-20,2024-07-21,Sales Call 1
9a0328ceee4a508,2024-06-23,2024-06-23,Sales Call 1
348c428673f44c1,2024-06-05,2024-06-07,Sales Call 1
6e6a99e91d6e781,2024-03-11,2024-03-12,Sales Call 1
22b0e4acc5b0eb7,2024-05-14,2024-05-14,Sales Call 1
bfef86d9b182c3c,2024-03-12,2024-03-12,Sales Call 2
0e85eafa80de6aa,2024-04-29,2024-04-29,Sales Call 1
5dddb8e6054948b,2024-05-17,2024-05-18,Sales Call 1
57b7123ee5d7d85,2024-04-05,2024-04-05,PV System Sold
5b0399c3426fc93,2024-05-21,2024-05-21,Sales Call 2
e2780491d5f6691,2024-05-31,2024-05-31,PV System Sold
ecdb190060016fd,2024-05-20,2024-05-21,Sales Call 1
05df38be9411d98,2024-06-13,,Sales Call 1
d98928c999130c6,2024-02-24,,Sales Call 1
50085dcb93c599c,2024-05-03,2024-05-04,Sales Call 1
c68307981e51c9c,2024-06-27,,Sales Call 1
bc05643d2a4a8f4,2024-05-10,,Sales Call 1
4d9b60d619194b8,2024-04-20,2024-04-20,Sales Call 2
34e8783fc0443dc,2024-07-20,2024-07-21,Sales Call 1
fae5e331904e039,2024-04-24,2024-04-26,Sales Call 1
e283cf674439efb,2024-06-20,2024-06-21,Sales Call 1
5bd2029acbf2ecd,2024-07-07,2024-07-07,Sales Call 1
c2a39b25674c313,2024-06-19,2024-06-19,Sales Call 2
9052c1078efbe2b,2024-05-21,2024-05-24,Sales Call 1
1718cff2fa5e253,2024-07-21,,Sales Call 1
dc84f39b1f9e648,2024-02-26,2024-02-27,Sales Call 1
30103bc43c2f158,2024-04-20,2024-04-22,Sales Call 1
423ec96426ae103,2024-06-30,2024-07-01,Sales Call 1
8d9f22e3d0969a3,2024-06-08,2024-06-09,Sales Call 1
484ef90c673d9a3,2024-05-19,2024-05-19,Sales Call 1
584cd3021088788,2024-05-19,2024-05-20,PV System Sold
eab2d025d2cdec3,2024-06-28,,Sales Call 1
2aa5824b69efd8a,2024-04-07,2024-04-07,PV System Sold
7c7b93633ce28cf,2024-06-21,2024-06-21,Sales Call 2
990447440bb09fa,2024-05-31,2024-06-01,Sales Call 1
e5927b41e4cc34d,2024-05-27,2024-05-27,Sales Call 1
09a1966bca65520,2024-03-20,2024-03-23,Sales Call 1
d60dfba847095d5,2024-06-07,2024-06-08,Sales Call 1
845516f37ebfe7d,2024-03-21,2024-03-24,Sales Call 1
2b62413cfdef43a,2024-05-16,2024-05-18,Sales Call 1
82b38bf716e4ef5,2024-05-24,2024-05-25,Sales Call 1
52dc8443e53f46e,2024-07-11,2024-07-12,Sales Call 1
79957fecf0c3595,2024-07-19,2024-07-22,Sales Call 1
bc6bde3ab211d66,2024-03-18,2024-03-20,Sales Call 1
65df7def1ab8f34,2024-03-11,2024-03-11,PV System Sold
91fa89c3809876f,2024-06-16,2024-06-16,Sales Call 1
f31697beb6599ad,2024-05-21,2024-05-21,Sales Call 1
2d7e4e921b3bfd1,2024-03-28,2024-03-31,Sales Call 1
b1e3c8f648f4894,2024-07-19,2024-07-19,Sales Call 1
3161b1b566d8c20,2024-03-17,2024-03-17,Sales Call 2
abe312bb7311318,2024-07-21,2024-07-21,Sales Call 1
1eceec20f20cc4e,2024-06-28,,Sales Call 1
bd6a21e03515075,2024-04-03,2024-04-05,Sales Call 1
b7d12d26f87ac99,2024-07-16,2024-07-16,Sales Call 2
b3a718864cdc9cb,2024-05-29,,Sales Call 1
fe1dfea0c86a53f,2024-07-15,,Sales Call 1
32dd2dfd2d87a63,2024-07-02,2024-07-02,Sales Call 1
092f95b34377571,2024-03-21,2024-03-24,Sales Call 1
8936d56930f65aa,2024-06-12,2024-06-14,Sales Call 1
2dcd629f6459449,2024-04-26,2024-04-27,Sales Call 1
ddad18caa75492b,2024-07-20,2024-07-20,Sales Call 2
2f66121e4a06219,2024-07-11,2024-07-13,Sales Call 1
f2638f137152130,2024-05-10,2024-05-11,Sales Call 1
655f736404d943b,2024-06-26,2024-06-28,Sales Call 1
b53bc3c96e6c3ba,2024-03-26,2024-03-26,Sales Call 2
7906e6a8a36f15b,2024-07-20,2024-07-20,Sales Call 1
a727eed1f33dcd2,2024-04-02,2024-04-05,Sales Call 1
faef1880a921bbe,2024-06-23,2024-06-23,Sales Call 1
dc27800ad769d24,2024-03-08,2024-03-08,Sales Call 2
9b42025f029486d,2024-05-27,2024-05-27,Sales Call 1
25df729c5f6fc4e,2024-06-01,,Sales Call 1
a4f9e5f7009939e,2024-05-15,2024-05-15,Sales Call 1
ac19daf46c5ecdf,2024-06-17,2024-06-18,PV System Sold
5ca93379e5e73f8,2024-06-29,2024-06-29,Sales Call 1
f6475085f01f7c7,2024-06-14,2024-06-14,PV System Sold
fa8b28032eb2ed4,2024-03-23,2024-03-26,Sales Call 1
471c92a5c0c67b4,2024-06-24,2024-06-24,Sales Call 2
0368d770365692b,2024-07-22,2024-07-22,Sales Call 2
8cce5bba8da83f3,2024-03-20,2024-03-23,Sales Call 1
6aee6f2b48c25ab,2024-04-22,,Sales Call 1
2f6ed9b0a7a13ac,2024-04-09,,Sales Call 1
c641901415c7efe,2024-06-25,2024-06-25,Sales Call 1
f681d7567b6bf5a,2024-05-11,2024-05-12,Sales Call 1
aba3659a8e10ca3,2024-07-18,,Sales Call 1
441ecfaaffd6517,2024-07-02,2024-07-02,Sales Call 1
6c2afc9cfda0739,2024-08-04,2024-08-04,PV System Sold
d9ef78a97ea411d,2024-03-11,2024-03-11,Sales Call 2
b7098fbffa4bb75,2024-04-29,2024-04-30,Sales Call 1
4d5b69556589009,2024-03-12,2024-03-15,Sales Call 1
fb80e770204348c,2024-07-08,2024-07-09,PV System Sold
849a590e90e9457,2024-03-15,2024-03-16,Sales Call 1
e753769ec8b52cf,2024-05-21,2024-05-21,Sales Call 1
5ed049bee9e6c8c,2024-06-01,2024-06-01,Sales Call 1
9e80a58546440ac,2024-06-25,2024-06-25,Sales Call 1
367e3ebb8c6ecaf,2024-06-28,2024-06-28,Sales Call 2
81836387292a1aa,2024-04-19,2024-04-20,Sales Call 1
60e812c1fe1e2de,2024-05-23,2024-05-24,Sales Call 1
9a7fdbdc8c468e9,2024-03-21,2024-03-24,Sales Call 1
c201a9b6289ff9a,2024-07-14,2024-07-14,Sales Call 1
02ceb0c5f0ee8d8,2024-07-21,2024-07-21,Sales Call 1
6efe4b2032182fd,2024-06-06,,Sales Call 1
12a5256fb47de64,2024-06-15,,Sales Call 1
36f5f1f8c48eebf,2024-06-02,2024-06-03,Sales Call 1
51911f0f6a62e6b,2024-03-28,2024-03-31,Sales Call 1
f7412998fbd56fe,2024-04-07,2024-04-07,PV System Sold
279b93bf3517533,2024-05-28,2024-05-28,Sales Call 1
5bf85e078f4422b,2024-03-06,2024-03-09,Sales Call 1
b67e23a6442f925,2024-03-24,2024-03-27,Sales Call 1
a4dd00bc561d082,2024-06-29,2024-06-29,Sales Call 1
96b5b7e0c06dbd9,2024-06-16,2024-06-16,Sales Call 1
1a4e2b312734276,2024-05-03,2024-05-04,Sales Call 1
bee3191583b67d1,2024-06-08,2024-06-09,PV System Sold
31b420c72eced2c,2024-06-15,2024-06-15,Sales Call 1
2d6afdcb692840f,2024-03-18,2024-03-22,Sales Call 1
6202d7c7e1a193d,2024-04-04,2024-04-06,Sales Call 1
4d38fd244e3f78c,2024-05-22,,Sales Call 1
78c1c3ecca97e3e,2024-06-29,,Sales Call 1
a5a0fd7e82cfb57,2024-06-04,2024-06-04,Sales Call 1
f333423b3e6cf85,2024-05-08,2024-05-10,Sales Call 1
65c55e354ea67d1,2024-05-09,2024-05-10,Sales Call 1
5a5d06e62b25261,2024-06-28,2024-06-28,Sales Call 1
f44c2827965f67e,2024-02-28,2024-03-01,Sales Call 1
596a8ae110f8e3d,2024-05-24,2024-05-24,Sales Call 1
e514b021bd7ea10,2024-05-01,2024-05-03,Sales Call 1
83b65f47ed789e5,2024-05-03,2024-05-04,Sales Call 1
fd4eaabe26952b7,2024-03-07,2024-03-10,Sales Call 1
290ebcc66796a42,2024-03-30,2024-04-01,Sales Call 1
dfef893e34819e9,2024-07-16,2024-07-16,Sales Call 2
2c4dc6612f6f328,2024-05-28,2024-05-28,Sales Call 1
919322998b32e8a,2024-03-16,,Sales Call 1
b23968203ba2cd4,2024-04-11,2024-04-12,Sales Call 1
13404df58cec9da,2024-06-11,2024-06-11,Sales Call 2
ddab2094159c441,2024-06-18,2024-06-18,Sales Call 1
53ff18fce9e8b35,2024-02-24,2024-02-26,Sales Call 1
180511a5034cb1c,2024-04-06,,Sales Call 1
9a3250a76245298,2024-02-20,2024-02-23,Sales Call 1
4b896497ba496e8,2024-06-08,2024-06-08,Sales Call 1
ef3a2b843daa60e,2024-08-03,2024-08-03,PV System Sold
9e0f0a2af40b905,2024-07-19,,Sales Call 1
4040a6de7618792,2024-06-14,2024-06-15,Sales Call 1
cd5e88a7b37ad10,2024-07-19,2024-07-21,Sales Call 1
ead58ba24113206,2024-05-26,2024-05-26,Sales Call 1
f2bf4a7a090bd48,2024-07-13,2024-07-13,Sales Call 2
7c38cb8033956d1,2024-05-13,2024-05-14,Sales Call 1
95d46f0ebdb629e,2024-05-06,2024-05-06,Sales Call 1
e76bd638ef8e4aa,2024-07-08,,Sales Call 1
16e5cf9f332ba30,2024-04-28,2024-04-28,Sales Call 2
087f60511f8fe0b,2024-06-02,,Sales Call 1
dd1907f43cf9530,2024-06-06,,Sales Call 1
27f543365818ea6,2024-07-20,,Sales Call 1
ae1524f4e6484e7,2024-07-13,2024-07-14,Sales Call 1
28b3f2e5df12643,2024-05-22,,Sales Call 1
33c8078ec7f6e4e,2024-04-26,2024-04-27,Sales Call 1
b243fd10f3c9996,2024-03-30,2024-04-01,Sales Call 1
7f26c283c3084c6,2024-03-01,2024-03-01,Sales Call 2
341898b13b5f17f,2024-02-25,,Sales Call 1
98732d841fa953d,2024-04-30,2024-04-30,Sales Call 1
6d2d41a97672624,2024-05-15,2024-05-17,PV System Sold
c678ea70c3c9c6d,2024-06-24,2024-06-24,Sales Call 1
a8742795073506b,2024-05-06,2024-05-21,Sales Call 1
5bb36e75ed56949,2024-05-12,2024-05-12,Sales Call 1
ba7f744706b355a,2024-06-30,2024-06-30,Sales Call 1
71e7c15a2fced7f,2024-05-29,,Sales Call 1
7d5234763956d4d,2024-02-26,2024-02-28,Sales Call 1
72f3b5715435ff7,2024-05-23,2024-05-25,Sales Call 1
52b0d91c7913081,2024-06-24,2024-06-24,Sales Call 1
a005844a0644da8,2024-04-11,2024-04-12,Sales Call 1
1a264658dc277ff,2024-03-17,2024-03-19,Sales Call 1
dab1aac8e06293a,2024-07-28,2024-07-28,Sales Call 2
a589e74a2bc22c6,2024-05-02,,Sales Call 1
d22fd1dab1dd87d,2024-07-12,,Sales Call 1
5b4c457170aaed7,2024-06-30,,Sales Call 1
b79f4404417150f,2024-02-25,2024-02-27,Sales Call 1
4008d7f4455f4c7,2024-05-07,2024-05-10,Sales Call 1
943b55d41eff879,2024-07-20,,Sales Call 1
45d0336e453bb1f,2024-07-12,2024-07-12,PV System Sold
99e4ef665b41dab,2024-07-20,2024-07-21,Sales Call 1
1da0b149f1ee17c,2024-06-09,2024-06-09,Sales Call 1
7c2ad34c12d3b39,2024-03-05,,Sales Call 1
d29b6ac6a9bc032,2024-05-08,,Sales Call 2
6f42b2caff25e65,2024-05-27,2024-05-27,Sales Call 2
a275a25ffa20078,2024-03-14,2024-03-17,Sales Call 1
510a8b5e4c049f1,2024-07-09,,Sales Call 1
782405dcdcb159d,2024-03-16,2024-03-18,Sales Call 1
a7789a48ac18c53,2024-04-02,2024-04-05,Sales Call 1
34bd7b1335c2dbf,2024-06-01,2024-06-01,Sales Call 1
1e44b73dcd2e3ad,2024-02-21,2024-02-24,Sales Call 1
e15d27120933d1f,2024-06-16,,Sales Call 1
421c58f7e297573,2024-06-30,2024-06-30,Sales Call 1
aad7f46ef60bcdd,2024-04-08,2024-04-09,Sales Call 1
6eb2b3deb399b44,2024-06-10,,Sales Call 1
11ad002d7eee9f7,2024-06-25,2024-06-25,Sales Call 1
41fb84ad594ca63,2024-05-12,2024-05-12,Sales Call 1
b74732cca7a43da,2024-07-11,2024-07-13,Sales Call 1
2fdbaf9191d9e66,2024-04-20,2024-04-20,Sales Call 2
e6acbdb0f8c4de0,2024-06-01,2024-06-01,Sales Call 1
e4473e6e94f02d0,2024-07-14,2024-07-15,Sales Call 1
f50ed64faddbc68,2024-06-13,2024-06-14,Sales Call 1
5e4c6f2b701e2ac,2024-05-28,2024-05-28,Sales Call 2
1a1916f4d732468,2024-06-20,2024-06-21,Sales Call 1
22efded6e8b429b,2024-06-08,2024-06-09,Sales Call 1
1bfaed8e7ed0aa4,2024-03-28,2024-03-31,Sales Call 1
bfc502ecf8e8d70,2024-05-13,2024-05-13,Sales Call 1
175f494dbc8830f,2024-05-13,2024-05-13,Sales Call 1
743ab536f8e2666,2024-04-09,2024-04-09,Sales Call 1
111e603e839ae0f,2024-06-21,2024-06-22,Sales Call 1
0158c8a8a110ec9,2024-03-24,2024-03-25,Sales Call 1
9892c9d345aad42,2024-07-12,2024-07-13,Sales Call 1
2ce6b9ea153daa8,2024-04-20,2024-04-22,Sales Call 1
c0eca401f84b520,2024-07-08,2024-07-08,Sales Call 1
608b1f519672034,2024-03-05,,Sales Call 1
1e36efa9da21a1b,2024-04-12,2024-04-13,Sales Call 1
df05067fe1fa534,2024-05-04,2024-05-05,Sales Call 1
47b6931efd2856b,2024-03-07,2024-03-09,Sales Call 1
86c1b0785096dc2,2024-06-21,2024-06-21,PV System Sold
fcd01415e70aa9c,2024-07-11,2024-07-12,Sales Call 1
c5cd72f415c1155,2024-03-23,2024-03-25,Sales Call 1
2e0d86fd8a16184,2024-06-06,2024-06-07,Sales Call 1
e253c32d521439f,2024-06-26,2024-06-28,Sales Call 1
ce14f32ec19a048,2024-04-13,2024-04-13,PV System Sold
3276d37c417ac86,2024-02-20,2024-02-24,Sales Call 1
32e7585e48fde1d,2024-05-19,2024-05-19,Sales Call 1
081b2b1a8a1b4e0,2024-05-02,2024-05-03,Sales Call 1
b088a35af2f879e,2024-05-07,,Sales Call 1
8ad253e53f5354d,2024-02-27,2024-03-01,Sales Call 1
470ff3c387acce3,2024-03-23,2024-03-26,Sales Call 1
13ff3e424403c9e,2024-03-15,2024-03-15,Sales Call 2
abfcd922b873b7b,2024-03-22,2024-03-25,Sales Call 1
0cecdfd825e2fe8,2024-07-09,2024-07-12,Sales Call 1
ed747a6b1c9249d,2024-06-08,2024-06-09,Sales Call 1
6d02c014ae1d063,2024-06-15,2024-06-15,Sales Call 1
3c01e47a66e488e,2024-03-21,,Sales Call 1
bb30bb2e8d60df1,2024-03-23,2024-03-26,Sales Call 1
3fcf1f5ab692c7f,2024-04-04,2024-04-06,Sales Call 1
eac5a746a1d84ac,2024-06-08,2024-06-08,Sales Call 2
cb08de08059dccc,2024-08-11,2024-08-11,PV System Sold
d5db2654cbf077b,2024-07-16,2024-07-16,Sales Call 1
b142610fcb39148,2024-03-19,2024-03-22,Sales Call 1
69e5c765a0296ec,2024-05-01,2024-05-03,Sales Call 1
cd08951064ccfa3,2024-02-27,2024-02-28,Sales Call 1
575d49346c94b97,2024-04-07,2024-04-08,Sales Call 1
6f51f4e39553e18,2024-04-27,2024-04-27,Sales Call 1
d465f0c86392405,2024-05-24,,Sales Call 1
45428c5b80dd1c8,2024-06-30,2024-06-30,Sales Call 1
54a2547ba866032,2024-03-20,2024-03-23,Sales Call 1
8b95d9635548f34,2024-03-11,2024-03-12,Sales Call 1
65991c98ef84fc4,2024-03-12,2024-03-15,Sales Call 1
10b36eb09933734,2024-06-04,2024-06-04,Sales Call 1
1c6f0ec01da35e6,2024-05-19,2024-05-20,PV System Sold
63a143c2b30ca42,2024-06-01,2024-06-01,Sales Call 1
48a5583fa74acf1,2024-02-20,2024-02-23,Sales Call 1
0326659eacfc0ea,2024-06-07,2024-06-08,Sales Call 1
0a14dd618d6a3c7,2024-05-17,,Sales Call 1
32e969a566f2664,2024-06-17,2024-06-18,Sales Call 1
3f5ca2b008f853f,2024-03-30,,Sales Call 1
a0c581c9f70cb33,2024-03-16,2024-03-18,Sales Call 1
ab005edf386eadc,2024-06-10,2024-06-11,Sales Call 1
183beb34d5e86cf,2024-02-25,2024-02-27,Sales Call 1
30f8f78a9631543,2024-03-24,,Sales Call 1
f0aa36faff8cc47,2024-07-01,,Sales Call 1
0128cd3555b6523,2024-02-27,2024-03-01,Sales Call 1
ecd0fab45bdd2df,2024-07-07,2024-07-07,Sales Call 2
5f6bc97101e529a,2024-04-05,,Sales Call 1
1724a9f2976f00a,2024-03-06,2024-03-08,Sales Call 1
35efdcda834f266,2024-05-12,2024-05-12,Sales Call 2
16f3b2ee56f77dc,2024-05-04,2024-05-04,PV System Sold
a6561fa4ffd0388,2024-03-30,2024-04-01,Sales Call 1
4fc462591f9ef93,2024-03-07,2024-03-10,Sales Call 1
7bb6d838da3bcfd,2024-06-30,2024-06-30,Sales Call 1
ba7521917ab0bbf,2024-03-23,2024-03-26,Sales Call 1
0448b23ab983657,2024-02-22,2024-02-25,Sales Call 1
08fb4ae176857f0,2024-06-17,2024-06-17,Sales Call 1
2131401c7fdccf4,2024-05-28,2024-05-28,Sales Call 1
770c433eea73702,2024-03-22,2024-03-25,Sales Call 1
2eea023c175d907,2024-06-20,2024-06-21,Sales Call 1
3bb4dbeb447ea25,2024-07-06,2024-07-06,PV System Sold
e271ef513c0b250,2024-07-17,2024-07-19,Sales Call 1
dd50cc7dfe06d4d,2024-03-28,2024-03-31,Sales Call 1
73fa72711440918,2024-05-22,,Sales Call 1
67680fcb3b92aa5,2024-03-03,2024-03-03,Sales Call 2
42be5ce72522fe9,2024-02-29,2024-03-02,Sales Call 1
5493a390bcf399d,2024-05-14,2024-05-15,Sales Call 1
5d5da79653f789e,2024-07-12,2024-07-12,Sales Call 2
875950809c47f91,2024-03-30,2024-04-02,Sales Call 1
fa5e41a8e6a8b74,2024-07-02,2024-07-02,Sales Call 1
08cddc2a94abe14,2024-06-26,2024-06-28,Sales Call 1
cba37bb7115de40,2024-05-04,2024-05-05,Sales Call 1
e4119f5697b8a75,2024-03-30,2024-04-02,Sales Call 1
adc19e88cc566b2,2024-03-20,,Sales Call 1
02b1b9aaa329034,2024-07-12,2024-07-12,Sales Call 2
c9c6b123ecaac4f,2024-03-13,2024-03-15,Sales Call 1
8c0c18c14dfc713,2024-05-30,2024-06-01,Sales Call 1
381984c8f918d89,2024-06-10,,Sales Call 1
be170dce75042ca,2024-03-01,2024-03-03,Sales Call 1
308f7b42cdf687c,2024-07-20,2024-07-21,Sales Call 1
4c6dd9a43d44331,2024-04-02,,Sales Call 1
c150ae2f8c49338,2024-04-05,2024-04-05,Sales Call 2
e8188c73488f19d,2024-07-01,2024-07-01,Sales Call 1
ced8351ad1b4aaa,2024-06-03,2024-06-03,Sales Call 1
3eb4ad8bf9afdb6,2024-06-27,,Sales Call 1
b50025abd9941be,2024-07-13,2024-07-13,Sales Call 2
3ac7bda4938d165,2024-04-25,2024-04-26,Sales Call 1
fbba7f8f9e886fd,2024-04-06,2024-04-07,Sales Call 1
cd57f7fd8d6d644,2024-05-03,2024-05-03,PV System Sold
0f6607d0c45c325,2024-04-21,2024-04-22,Sales Call 1
fb80167918ce5ce,2024-03-23,2024-03-23,Sales Call 2
fb627a825f5d2b9,2024-07-18,2024-07-20,Sales Call 1
4c4b35e86f37ffa,2024-04-18,2024-04-19,Sales Call 1
d735d63dba0a09f,2024-07-20,,Sales Call 1
9c131b84548ba74,2024-05-26,2024-05-26,Sales Call 2
035bb6278abfdd4,2024-03-14,2024-03-16,Sales Call 1
dab4745ee010d26,2024-03-21,2024-03-24,Sales Call 1
6d960be56d7b955,2024-04-28,,Sales Call 1
10711928a0c0809,2024-06-08,2024-06-08,Sales Call 2
b01691fa8efa5b8,2024-07-15,2024-07-15,Sales Call 1
b1586ba327cb274,2024-05-26,2024-05-26,Sales Call 2
7f5a7771f5da790,2024-07-10,,Sales Call 1
efb7e37648e5492,2024-03-07,2024-03-09,Sales Call 1
a82920e3e18047f,2024-05-12,,PV System Sold
ae78821333a2890,2024-07-14,,Sales Call 1
6a72d9b9e4554b9,2024-02-29,,Sales Call 1
51100be9b15008f,2024-08-10,2024-08-10,Sales Call 2
1e08b5c7a481563,2024-02-26,,Sales Call 1
23306ffff3b0f91,2024-05-27,2024-05-27,Sales Call 2
f74962dca8b449e,2024-05-29,2024-05-29,Sales Call 2
3d94ac3445f3525,2024-07-17,2024-07-20,Sales Call 1
42e346f426ba3f0,2024-06-24,,Sales Call 1
3fdd6150c371ceb,2024-04-03,2024-04-05,Sales Call 1
a4c1fa61007fa6c,2024-07-10,,Sales Call 1
1994c12e5aca865,2024-04-03,2024-04-05,Sales Call 1
